id,cpf,nome,data,inicio,fim,analista,cliente,fila,resultado,motivo,hora
ID-1303,399.157.812-80,Usuario Exemplo 303,2026-03-10,2026-03-29 09:55:00,10:26:00,Analista 20,Cliente 5,Fila 10,Pendente,Aguardando Documento,09:00
ID-1304,140.484.957-77,Usuario Exemplo 304,2026-03-04,2026-03-29 16:16:00,16:28:00,Analista 21,Cliente 5,Fila 8,Reprovado Politica,Suspeita de Fraude,16:00
ID-1305,172.821.617-10,Usuario Exemplo 305,2026-02-26,2026-03-29 16:44:00,17:20:00,Analista 26,Cliente 5,Fila 2,Aprovado,Fluxo Normal,16:00
ID-1306,378.336.158-17,Usuario Exemplo 306,2026-03-27,2026-03-29 13:15:00,13:24:00,Analista 26,Cliente 3,Fila 9,Reprovado Politica,Score Baixo,13:00
ID-1307,528.854.849-63,Usuario Exemplo 307,2026-03-27,2026-03-29 09:30:00,10:05:00,Analista 11,Cliente 2,Fila 2,Reprovado Politica,Score Baixo,09:00
ID-1308,191.521.946-74,Usuario Exemplo 308,2026-03-10,2026-03-29 13:54:00,14:36:00,Analista 16,Cliente 5,Fila 3,Reprovado Fraude,Perfil de Risco,13:00
ID-1309,426.803.314-92,Usuario Exemplo 309,2026-02-23,2026-03-29 13:33:00,14:12:00,Analista 28,Cliente 5,Fila 1,Reprovado Politica,Documentação Irregular,13:00
ID-1310,346.107.485-44,Usuario Exemplo 310,2026-03-20,2026-03-29 09:14:00,09:28:00,Analista 8,Cliente 1,Fila 12,Reprovado Politica,Renda Não Comprovada,09:00
ID-1311,365.977.467-52,Usuario Exemplo 311,2026-02-23,2026-03-29 17:18:00,17:27:00,Analista 9,Cliente 5,Fila 13,Pendente,Aguardando Documento,17:00
ID-1312,988.335.833-40,Usuario Exemplo 312,2026-02-09,2026-03-29 08:34:00,08:45:00,Analista 5,Cliente 5,Fila 18,Reprovado Politica,Score Baixo,08:00
ID-1313,364.272.184-47,Usuario Exemplo 313,2026-03-02,2026-03-29 14:06:00,14:44:00,Analista 25,Cliente 6,Fila 14,Pendente,Aguardando Documento,14:00
ID-1314,268.539.153-70,Usuario Exemplo 314,2026-02-04,2026-03-29 11:52:00,12:04:00,Analista 16,Cliente 3,Fila 7,Pendente,Aguardando Documento,11:00
ID-1315,553.563.769-18,Usuario Exemplo 315,2026-02-11,2026-03-29 10:23:00,10:34:00,Analista 23,Cliente 4,Fila 8,Aprovado,Fluxo Normal,10:00
ID-1316,207.569.269-51,Usuario Exemplo 316,2026-01-30,2026-03-29 17:26:00,17:34:00,Analista 8,Cliente 4,Fila 17,Reprovado Fraude,Renda Não Comprovada,17:00
ID-1317,680.392.128-53,Usuario Exemplo 317,2026-02-17,2026-03-29 08:47:00,09:01:00,Analista 29,Cliente 3,Fila 7,Reprovado Politica,Perfil de Risco,08:00
ID-1318,325.274.691-74,Usuario Exemplo 318,2026-03-22,2026-03-29 17:28:00,17:44:00,Analista 16,Cliente 5,Fila 12,Aprovado,Fluxo Normal,17:00
ID-1319,573.100.404-88,Usuario Exemplo 319,2026-02-10,2026-03-29 13:27:00,14:00:00,Analista 19,Cliente 4,Fila 14,Pendente,Aguardando Documento,13:00
ID-1320,104.592.888-75,Usuario Exemplo 320,2026-03-15,2026-03-29 13:13:00,13:39:00,Analista 15,Cliente 2,Fila 12,Pendente,Aguardando Documento,13:00
ID-1321,800.693.412-73,Usuario Exemplo 321,2026-03-25,2026-03-29 15:57:00,16:08:00,Analista 2,Cliente 4,Fila 8,Reprovado Politica,Renda Não Comprovada,15:00
ID-1322,864.406.324-48,Usuario Exemplo 322,2026-03-08,2026-03-29 17:39:00,17:58:00,Analista 3,Cliente 5,Fila 3,Reprovado Fraude,Score Baixo,17:00
ID-1323,830.897.926-62,Usuario Exemplo 323,2026-03-09,2026-03-29 13:12:00,13:40:00,Analista 15,Cliente 5,Fila 9,Aprovado,Fluxo Normal,13:00
ID-1324,764.781.986-34,Usuario Exemplo 324,2026-02-17,2026-03-29 13:50:00,14:33:00,Analista 20,Cliente 4,Fila 2,Reprovado Politica,Suspeita de Fraude,13:00
ID-1325,737.161.526-57,Usuario Exemplo 325,2026-02-21,2026-03-29 08:14:00,08:33:00,Analista 12,Cliente 2,Fila 16,Reprovado Politica,Score Baixo,08:00
ID-1326,522.986.490-31,Usuario Exemplo 326,2026-03-19,2026-03-29 14:58:00,15:17:00,Analista 3,Cliente 1,Fila 6,Aprovado,Fluxo Normal,14:00
ID-1327,766.681.526-91,Usuario Exemplo 327,2026-02-19,2026-03-29 11:09:00,11:16:00,Analista 30,Cliente 1,Fila 6,Aprovado,Fluxo Normal,11:00
ID-1328,969.362.123-93,Usuario Exemplo 328,2026-01-29,2026-03-29 09:08:00,09:40:00,Analista 18,Cliente 2,Fila 16,Aprovado,Fluxo Normal,09:00
ID-1329,197.566.109-34,Usuario Exemplo 329,2026-02-14,2026-03-29 15:04:00,15:30:00,Analista 6,Cliente 4,Fila 5,Reprovado Politica,Divergência Cadastral,15:00
ID-1330,776.243.757-90,Usuario Exemplo 330,2026-03-11,2026-03-29 15:33:00,15:54:00,Analista 27,Cliente 2,Fila 6,Reprovado Politica,Score Baixo,15:00
ID-1331,381.370.204-10,Usuario Exemplo 331,2026-03-24,2026-03-29 12:44:00,13:03:00,Analista 14,Cliente 4,Fila 16,Pendente,Aguardando Documento,12:00
ID-1332,949.156.808-36,Usuario Exemplo 332,2026-02-09,2026-03-29 17:19:00,17:28:00,Analista 24,Cliente 6,Fila 13,Reprovado Politica,Divergência Cadastral,17:00
ID-1333,864.913.665-60,Usuario Exemplo 333,2026-03-07,2026-03-29 16:56:00,17:06:00,Analista 9,Cliente 5,Fila 16,Aprovado,Fluxo Normal,16:00
ID-1334,884.198.187-69,Usuario Exemplo 334,2026-02-14,2026-03-29 09:23:00,09:33:00,Analista 14,Cliente 3,Fila 13,Aprovado,Fluxo Normal,09:00
ID-1335,820.754.288-65,Usuario Exemplo 335,2026-03-04,2026-03-29 12:42:00,13:16:00,Analista 26,Cliente 3,Fila 14,Reprovado Fraude,Divergência Cadastral,12:00
ID-1336,876.130.620-22,Usuario Exemplo 336,2026-03-07,2026-03-29 16:17:00,16:31:00,Analista 30,Cliente 5,Fila 6,Reprovado Fraude,Score Baixo,16:00
ID-1337,117.517.206-97,Usuario Exemplo 337,2026-02-14,2026-03-29 10:39:00,11:00:00,Analista 6,Cliente 3,Fila 11,Aprovado,Fluxo Normal,10:00
ID-1338,515.947.853-32,Usuario Exemplo 338,2026-03-14,2026-03-29 11:14:00,11:45:00,Analista 20,Cliente 6,Fila 14,Reprovado Politica,Documentação Irregular,11:00
ID-1339,790.720.144-79,Usuario Exemplo 339,2026-03-29,2026-03-29 08:53:00,09:25:00,Analista 17,Cliente 4,Fila 16,Pendente,Aguardando Documento,08:00
ID-1340,434.104.587-40,Usuario Exemplo 340,2026-03-15,2026-03-29 17:55:00,18:11:00,Analista 20,Cliente 6,Fila 14,Reprovado Politica,Perfil de Risco,17:00
ID-1341,765.742.678-77,Usuario Exemplo 341,2026-03-14,2026-03-29 11:29:00,11:48:00,Analista 9,Cliente 6,Fila 12,Reprovado Fraude,Suspeita de Fraude,11:00
ID-1342,525.296.245-72,Usuario Exemplo 342,2026-03-27,2026-03-29 16:09:00,16:41:00,Analista 27,Cliente 6,Fila 14,Reprovado Fraude,Suspeita de Fraude,16:00
ID-1343,203.314.432-54,Usuario Exemplo 343,2026-03-27,2026-03-29 16:36:00,17:14:00,Analista 12,Cliente 5,Fila 18,Aprovado,Fluxo Normal,16:00
ID-1344,757.955.216-12,Usuario Exemplo 344,2026-02-13,2026-03-29 16:30:00,16:54:00,Analista 21,Cliente 2,Fila 17,Reprovado Fraude,Suspeita de Fraude,16:00
ID-1345,793.827.913-61,Usuario Exemplo 345,2026-02-19,2026-03-29 08:41:00,08:59:00,Analista 11,Cliente 2,Fila 13,Reprovado Fraude,Score Baixo,08:00
ID-1346,739.762.477-66,Usuario Exemplo 346,2026-01-28,2026-03-29 17:20:00,18:02:00,Analista 24,Cliente 2,Fila 7,Reprovado Fraude,Renda Não Comprovada,17:00
ID-1347,225.955.993-79,Usuario Exemplo 347,2026-02-04,2026-03-29 17:02:00,17:11:00,Analista 28,Cliente 6,Fila 12,Pendente,Aguardando Documento,17:00
ID-1348,646.256.894-14,Usuario Exemplo 348,2026-03-03,2026-03-29 12:08:00,12:29:00,Analista 27,Cliente 4,Fila 7,Pendente,Aguardando Documento,12:00
ID-1349,982.166.942-20,Usuario Exemplo 349,2026-03-26,2026-03-29 08:21:00,08:33:00,Analista 6,Cliente 2,Fila 15,Aprovado,Fluxo Normal,08:00
ID-1350,261.516.640-62,Usuario Exemplo 350,2026-03-10,2026-03-29 12:00:00,12:28:00,Analista 15,Cliente 2,Fila 5,Reprovado Politica,Documentação Irregular,12:00
ID-1351,415.581.836-53,Usuario Exemplo 351,2026-02-27,2026-03-29 13:56:00,14:07:00,Analista 9,Cliente 5,Fila 6,Reprovado Fraude,Perfil de Risco,13:00
ID-1352,730.520.428-25,Usuario Exemplo 352,2026-02-04,2026-03-29 13:06:00,13:27:00,Analista 4,Cliente 2,Fila 6,Pendente,Aguardando Documento,13:00
ID-1353,153.601.116-36,Usuario Exemplo 353,2026-01-30,2026-03-29 11:51:00,12:32:00,Analista 11,Cliente 5,Fila 9,Aprovado,Fluxo Normal,11:00
ID-1354,959.394.627-72,Usuario Exemplo 354,2026-03-11,2026-03-29 10:06:00,10:45:00,Analista 17,Cliente 5,Fila 10,Reprovado Fraude,Documentação Irregular,10:00
ID-1355,888.103.166-79,Usuario Exemplo 355,2026-03-02,2026-03-29 11:46:00,11:57:00,Analista 12,Cliente 1,Fila 1,Reprovado Politica,Suspeita de Fraude,11:00
ID-1356,466.680.464-46,Usuario Exemplo 356,2026-02-20,2026-03-29 09:40:00,10:04:00,Analista 7,Cliente 6,Fila 9,Pendente,Aguardando Documento,09:00
ID-1357,198.913.161-82,Usuario Exemplo 357,2026-03-22,2026-03-29 16:54:00,16:59:00,Analista 28,Cliente 4,Fila 2,Pendente,Aguardando Documento,16:00
ID-1358,781.140.838-32,Usuario Exemplo 358,2026-03-04,2026-03-29 10:29:00,11:07:00,Analista 15,Cliente 1,Fila 1,Pendente,Aguardando Documento,10:00
ID-1359,108.280.965-86,Usuario Exemplo 359,2026-02-09,2026-03-29 14:26:00,14:55:00,Analista 30,Cliente 5,Fila 2,Reprovado Fraude,Score Baixo,14:00
ID-1360,861.735.424-76,Usuario Exemplo 360,2026-01-27,2026-03-29 16:23:00,16:43:00,Analista 9,Cliente 3,Fila 7,Aprovado,Fluxo Normal,16:00
ID-1361,412.359.196-61,Usuario Exemplo 361,2026-01-27,2026-03-29 15:32:00,16:14:00,Analista 26,Cliente 6,Fila 4,Aprovado,Fluxo Normal,15:00
ID-1362,246.849.770-29,Usuario Exemplo 362,2026-01-30,2026-03-29 15:03:00,15:11:00,Analista 25,Cliente 1,Fila 3,Reprovado Fraude,Suspeita de Fraude,15:00
ID-1363,518.638.565-80,Usuario Exemplo 363,2026-02-20,2026-03-29 16:11:00,16:38:00,Analista 17,Cliente 3,Fila 16,Aprovado,Fluxo Normal,16:00
ID-1364,344.626.429-95,Usuario Exemplo 364,2026-03-04,2026-03-29 14:13:00,14:25:00,Analista 5,Cliente 4,Fila 18,Aprovado,Fluxo Normal,14:00
ID-1365,555.454.931-94,Usuario Exemplo 365,2026-02-15,2026-03-29 12:22:00,12:42:00,Analista 20,Cliente 6,Fila 10,Reprovado Fraude,Suspeita de Fraude,12:00
ID-1366,543.583.815-39,Usuario Exemplo 366,2026-03-13,2026-03-29 15:24:00,16:08:00,Analista 20,Cliente 3,Fila 1,Reprovado Fraude,Renda Não Comprovada,15:00
ID-1367,294.194.856-88,Usuario Exemplo 367,2026-03-23,2026-03-29 17:37:00,17:56:00,Analista 26,Cliente 2,Fila 18,Reprovado Politica,Divergência Cadastral,17:00
ID-1368,899.708.300-48,Usuario Exemplo 368,2026-03-14,2026-03-29 17:03:00,17:08:00,Analista 23,Cliente 3,Fila 12,Pendente,Aguardando Documento,17:00
ID-1369,563.878.334-53,Usuario Exemplo 369,2026-02-28,2026-03-29 13:34:00,14:05:00,Analista 1,Cliente 6,Fila 3,Reprovado Politica,Suspeita de Fraude,13:00
ID-1370,968.564.128-62,Usuario Exemplo 370,2026-02-17,2026-03-29 15:46:00,16:30:00,Analista 26,Cliente 4,Fila 18,Aprovado,Fluxo Normal,15:00
ID-1371,346.949.414-61,Usuario Exemplo 371,2026-03-19,2026-03-29 08:57:00,09:36:00,Analista 2,Cliente 2,Fila 16,Pendente,Aguardando Documento,08:00
ID-1372,583.282.902-24,Usuario Exemplo 372,2026-03-16,2026-03-29 09:29:00,09:34:00,Analista 4,Cliente 4,Fila 8,Reprovado Fraude,Score Baixo,09:00
ID-1373,572.205.512-35,Usuario Exemplo 373,2026-03-21,2026-03-29 16:11:00,16:34:00,Analista 4,Cliente 2,Fila 17,Pendente,Aguardando Documento,16:00
ID-1374,341.644.451-16,Usuario Exemplo 374,2026-02-08,2026-03-29 16:47:00,17:32:00,Analista 11,Cliente 4,Fila 13,Pendente,Aguardando Documento,16:00
ID-1375,557.301.442-37,Usuario Exemplo 375,2026-02-07,2026-03-29 15:14:00,15:49:00,Analista 18,Cliente 5,Fila 1,Pendente,Aguardando Documento,15:00
ID-1376,242.261.243-51,Usuario Exemplo 376,2026-02-09,2026-03-29 09:21:00,09:56:00,Analista 27,Cliente 2,Fila 11,Aprovado,Fluxo Normal,09:00
ID-1377,663.624.120-56,Usuario Exemplo 377,2026-02-14,2026-03-29 13:48:00,14:33:00,Analista 12,Cliente 2,Fila 3,Pendente,Aguardando Documento,13:00
ID-1378,859.472.472-89,Usuario Exemplo 378,2026-02-14,2026-03-29 09:31:00,10:02:00,Analista 20,Cliente 3,Fila 15,Aprovado,Fluxo Normal,09:00
ID-1379,452.937.487-58,Usuario Exemplo 379,2026-01-31,2026-03-29 17:38:00,17:44:00,Analista 23,Cliente 6,Fila 13,Reprovado Politica,Documentação Irregular,17:00
ID-1380,149.989.644-39,Usuario Exemplo 380,2026-02-26,2026-03-29 10:55:00,11:07:00,Analista 11,Cliente 4,Fila 6,Aprovado,Fluxo Normal,10:00
ID-1381,782.834.871-37,Usuario Exemplo 381,2026-02-04,2026-03-29 15:41:00,15:50:00,Analista 4,Cliente 5,Fila 11,Reprovado Fraude,Perfil de Risco,15:00
ID-1382,131.881.351-85,Usuario Exemplo 382,2026-02-04,2026-03-29 13:53:00,14:05:00,Analista 15,Cliente 6,Fila 5,Pendente,Aguardando Documento,13:00
ID-1383,732.861.498-83,Usuario Exemplo 383,2026-03-02,2026-03-29 14:41:00,14:54:00,Analista 23,Cliente 1,Fila 6,Reprovado Fraude,Score Baixo,14:00
ID-1384,933.519.606-55,Usuario Exemplo 384,2026-03-02,2026-03-29 08:17:00,08:33:00,Analista 20,Cliente 3,Fila 7,Reprovado Politica,Renda Não Comprovada,08:00
ID-1385,422.636.287-35,Usuario Exemplo 385,2026-01-29,2026-03-29 13:57:00,14:16:00,Analista 13,Cliente 3,Fila 12,Aprovado,Fluxo Normal,13:00
ID-1386,526.617.920-47,Usuario Exemplo 386,2026-02-06,2026-03-29 16:11:00,16:33:00,Analista 8,Cliente 6,Fila 2,Reprovado Politica,Suspeita de Fraude,16:00
ID-1387,527.450.445-14,Usuario Exemplo 387,2026-02-15,2026-03-29 17:47:00,18:05:00,Analista 29,Cliente 2,Fila 12,Reprovado Politica,Perfil de Risco,17:00
ID-1388,927.336.586-69,Usuario Exemplo 388,2026-03-24,2026-03-29 15:01:00,15:28:00,Analista 24,Cliente 6,Fila 4,Reprovado Fraude,Renda Não Comprovada,15:00
ID-1389,325.796.833-82,Usuario Exemplo 389,2026-02-14,2026-03-29 09:45:00,09:57:00,Analista 17,Cliente 3,Fila 4,Reprovado Politica,Renda Não Comprovada,09:00
ID-1390,853.894.772-74,Usuario Exemplo 390,2026-03-01,2026-03-29 17:06:00,17:11:00,Analista 28,Cliente 4,Fila 8,Aprovado,Fluxo Normal,17:00
ID-1391,770.338.495-21,Usuario Exemplo 391,2026-02-17,2026-03-29 17:25:00,17:33:00,Analista 21,Cliente 6,Fila 8,Reprovado Politica,Renda Não Comprovada,17:00
ID-1392,505.947.594-76,Usuario Exemplo 392,2026-01-30,2026-03-29 15:37:00,15:48:00,Analista 28,Cliente 5,Fila 5,Reprovado Fraude,Perfil de Risco,15:00
ID-1393,695.805.980-70,Usuario Exemplo 393,2026-02-08,2026-03-29 09:00:00,09:20:00,Analista 23,Cliente 6,Fila 14,Pendente,Aguardando Documento,09:00
ID-1394,780.124.709-74,Usuario Exemplo 394,2026-02-25,2026-03-29 09:04:00,09:43:00,Analista 10,Cliente 3,Fila 7,Reprovado Politica,Suspeita de Fraude,09:00
ID-1395,574.505.284-30,Usuario Exemplo 395,2026-01-27,2026-03-29 17:20:00,17:37:00,Analista 9,Cliente 6,Fila 2,Pendente,Aguardando Documento,17:00
ID-1396,508.809.625-96,Usuario Exemplo 396,2026-02-10,2026-03-29 14:36:00,14:47:00,Analista 1,Cliente 5,Fila 8,Reprovado Fraude,Divergência Cadastral,14:00
ID-1397,125.764.340-76,Usuario Exemplo 397,2026-02-25,2026-03-29 17:24:00,17:48:00,Analista 21,Cliente 3,Fila 13,Pendente,Aguardando Documento,17:00
ID-1398,343.686.727-14,Usuario Exemplo 398,2026-03-10,2026-03-29 09:50:00,10:15:00,Analista 30,Cliente 3,Fila 18,Pendente,Aguardando Documento,09:00
ID-1399,444.839.621-33,Usuario Exemplo 399,2026-02-27,2026-03-29 08:06:00,08:27:00,Analista 1,Cliente 2,Fila 14,Reprovado Politica,Documentação Irregular,08:00
ID-1400,940.371.767-58,Usuario Exemplo 400,2026-03-05,2026-03-29 09:45:00,10:03:00,Analista 22,Cliente 4,Fila 18,Aprovado,Fluxo Normal,09:00
ID-1401,776.287.829-57,Usuario Exemplo 401,2026-02-08,2026-03-29 16:23:00,16:33:00,Analista 29,Cliente 1,Fila 13,Reprovado Politica,Perfil de Risco,16:00
ID-1402,106.651.825-41,Usuario Exemplo 402,2026-02-16,2026-03-29 09:28:00,10:00:00,Analista 11,Cliente 5,Fila 8,Aprovado,Fluxo Normal,09:00
ID-1403,431.386.797-76,Usuario Exemplo 403,2026-02-03,2026-03-29 08:21:00,08:45:00,Analista 29,Cliente 4,Fila 9,Reprovado Politica,Documentação Irregular,08:00
ID-1404,413.515.496-55,Usuario Exemplo 404,2026-02-17,2026-03-29 16:37:00,16:57:00,Analista 12,Cliente 4,Fila 14,Reprovado Politica,Perfil de Risco,16:00
ID-1405,171.601.566-98,Usuario Exemplo 405,2026-03-01,2026-03-29 10:58:00,11:12:00,Analista 26,Cliente 3,Fila 17,Aprovado,Fluxo Normal,10:00
ID-1406,973.623.586-29,Usuario Exemplo 406,2026-03-17,2026-03-29 10:29:00,11:09:00,Analista 27,Cliente 1,Fila 10,Pendente,Aguardando Documento,10:00
ID-1407,777.262.862-96,Usuario Exemplo 407,2026-03-19,2026-03-29 10:45:00,11:01:00,Analista 10,Cliente 3,Fila 7,Pendente,Aguardando Documento,10:00
ID-1408,148.751.587-41,Usuario Exemplo 408,2026-03-23,2026-03-29 17:29:00,17:55:00,Analista 8,Cliente 4,Fila 18,Pendente,Aguardando Documento,17:00
ID-1409,644.139.248-26,Usuario Exemplo 409,2026-03-15,2026-03-29 14:43:00,15:09:00,Analista 29,Cliente 3,Fila 4,Reprovado Fraude,Score Baixo,14:00
ID-1410,222.153.233-71,Usuario Exemplo 410,2026-03-18,2026-03-29 16:40:00,16:50:00,Analista 3,Cliente 5,Fila 18,Aprovado,Fluxo Normal,16:00
ID-1411,406.362.938-66,Usuario Exemplo 411,2026-02-12,2026-03-29 16:15:00,16:43:00,Analista 24,Cliente 3,Fila 17,Aprovado,Fluxo Normal,16:00
ID-1412,418.899.653-20,Usuario Exemplo 412,2026-02-25,2026-03-29 09:28:00,09:55:00,Analista 30,Cliente 3,Fila 3,Reprovado Fraude,Suspeita de Fraude,09:00
ID-1413,656.172.726-65,Usuario Exemplo 413,2026-02-02,2026-03-29 08:03:00,08:29:00,Analista 14,Cliente 4,Fila 4,Pendente,Aguardando Documento,08:00
ID-1414,870.331.127-20,Usuario Exemplo 414,2026-01-31,2026-03-29 17:22:00,17:53:00,Analista 15,Cliente 1,Fila 15,Reprovado Fraude,Documentação Irregular,17:00
ID-1415,756.754.743-80,Usuario Exemplo 415,2026-02-01,2026-03-29 14:08:00,14:34:00,Analista 14,Cliente 1,Fila 3,Reprovado Politica,Divergência Cadastral,14:00
ID-1416,921.339.926-66,Usuario Exemplo 416,2026-03-14,2026-03-29 17:09:00,17:48:00,Analista 17,Cliente 6,Fila 12,Aprovado,Fluxo Normal,17:00
ID-1417,965.436.621-63,Usuario Exemplo 417,2026-03-27,2026-03-29 09:40:00,10:04:00,Analista 13,Cliente 1,Fila 6,Pendente,Aguardando Documento,09:00
ID-1418,152.615.299-16,Usuario Exemplo 418,2026-03-20,2026-03-29 10:07:00,10:14:00,Analista 30,Cliente 2,Fila 18,Reprovado Politica,Suspeita de Fraude,10:00
ID-1419,910.767.130-29,Usuario Exemplo 419,2026-03-01,2026-03-29 13:08:00,13:38:00,Analista 18,Cliente 6,Fila 9,Reprovado Politica,Renda Não Comprovada,13:00
ID-1420,166.140.771-15,Usuario Exemplo 420,2026-02-07,2026-03-29 14:09:00,14:19:00,Analista 20,Cliente 1,Fila 18,Reprovado Politica,Renda Não Comprovada,14:00
ID-1421,873.383.899-55,Usuario Exemplo 421,2026-01-31,2026-03-29 08:47:00,09:24:00,Analista 2,Cliente 2,Fila 16,Pendente,Aguardando Documento,08:00
ID-1422,903.299.466-52,Usuario Exemplo 422,2026-02-07,2026-03-29 14:00:00,14:35:00,Analista 29,Cliente 4,Fila 3,Pendente,Aguardando Documento,14:00
ID-1423,548.199.649-85,Usuario Exemplo 423,2026-01-31,2026-03-29 17:43:00,18:07:00,Analista 2,Cliente 6,Fila 17,Reprovado Politica,Perfil de Risco,17:00
ID-1424,811.980.799-97,Usuario Exemplo 424,2026-02-22,2026-03-29 17:35:00,17:58:00,Analista 22,Cliente 4,Fila 11,Reprovado Fraude,Score Baixo,17:00
ID-1425,321.517.182-50,Usuario Exemplo 425,2026-03-16,2026-03-29 11:09:00,11:54:00,Analista 25,Cliente 6,Fila 14,Reprovado Fraude,Score Baixo,11:00
ID-1426,629.996.836-50,Usuario Exemplo 426,2026-02-28,2026-03-29 13:17:00,13:25:00,Analista 8,Cliente 5,Fila 16,Reprovado Politica,Score Baixo,13:00
ID-1427,474.311.715-37,Usuario Exemplo 427,2026-02-10,2026-03-29 14:49:00,15:20:00,Analista 6,Cliente 4,Fila 6,Reprovado Fraude,Divergência Cadastral,14:00
ID-1428,608.109.323-31,Usuario Exemplo 428,2026-02-19,2026-03-29 08:52:00,09:04:00,Analista 19,Cliente 6,Fila 14,Reprovado Politica,Divergência Cadastral,08:00
ID-1429,247.848.987-72,Usuario Exemplo 429,2026-03-17,2026-03-29 17:51:00,18:23:00,Analista 6,Cliente 5,Fila 17,Reprovado Fraude,Score Baixo,17:00
ID-1430,668.456.374-80,Usuario Exemplo 430,2026-03-09,2026-03-29 15:22:00,15:45:00,Analista 26,Cliente 5,Fila 4,Reprovado Fraude,Perfil de Risco,15:00
ID-1431,495.354.795-88,Usuario Exemplo 431,2026-03-22,2026-03-29 13:48:00,14:00:00,Analista 11,Cliente 2,Fila 6,Aprovado,Fluxo Normal,13:00
ID-1432,543.446.120-80,Usuario Exemplo 432,2026-02-18,2026-03-29 17:00:00,17:19:00,Analista 28,Cliente 6,Fila 15,Reprovado Fraude,Documentação Irregular,17:00
ID-1433,839.358.648-18,Usuario Exemplo 433,2026-03-08,2026-03-29 16:33:00,17:01:00,Analista 7,Cliente 1,Fila 16,Aprovado,Fluxo Normal,16:00
ID-1434,325.339.479-29,Usuario Exemplo 434,2026-02-02,2026-03-29 10:49:00,11:26:00,Analista 1,Cliente 5,Fila 7,Aprovado,Fluxo Normal,10:00
ID-1435,914.278.846-47,Usuario Exemplo 435,2026-03-20,2026-03-29 16:55:00,17:03:00,Analista 24,Cliente 4,Fila 14,Reprovado Fraude,Renda Não Comprovada,16:00
ID-1436,447.548.221-39,Usuario Exemplo 436,2026-03-03,2026-03-29 13:32:00,13:41:00,Analista 8,Cliente 6,Fila 8,Reprovado Fraude,Divergência Cadastral,13:00
ID-1437,277.400.656-72,Usuario Exemplo 437,2026-02-10,2026-03-29 12:06:00,12:16:00,Analista 5,Cliente 3,Fila 1,Pendente,Aguardando Documento,12:00
ID-1438,133.773.474-68,Usuario Exemplo 438,2026-03-08,2026-03-29 16:20:00,16:44:00,Analista 30,Cliente 2,Fila 10,Pendente,Aguardando Documento,16:00
ID-1439,708.625.435-61,Usuario Exemplo 439,2026-03-22,2026-03-29 15:26:00,16:09:00,Analista 26,Cliente 3,Fila 8,Pendente,Aguardando Documento,15:00
ID-1440,787.416.783-88,Usuario Exemplo 440,2026-03-20,2026-03-29 11:21:00,11:29:00,Analista 16,Cliente 6,Fila 16,Reprovado Fraude,Suspeita de Fraude,11:00
ID-1441,377.846.651-18,Usuario Exemplo 441,2026-02-17,2026-03-29 08:47:00,09:25:00,Analista 27,Cliente 5,Fila 14,Reprovado Politica,Divergência Cadastral,08:00
ID-1442,338.599.324-50,Usuario Exemplo 442,2026-02-19,2026-03-29 11:19:00,11:28:00,Analista 7,Cliente 2,Fila 14,Reprovado Fraude,Renda Não Comprovada,11:00
ID-1443,733.848.219-70,Usuario Exemplo 443,2026-02-27,2026-03-29 15:31:00,15:58:00,Analista 9,Cliente 5,Fila 18,Pendente,Aguardando Documento,15:00
ID-1444,224.463.932-26,Usuario Exemplo 444,2026-02-02,2026-03-29 13:37:00,14:13:00,Analista 12,Cliente 6,Fila 8,Aprovado,Fluxo Normal,13:00
ID-1445,433.534.446-96,Usuario Exemplo 445,2026-02-03,2026-03-29 10:11:00,10:18:00,Analista 14,Cliente 4,Fila 7,Pendente,Aguardando Documento,10:00
ID-1446,901.493.722-13,Usuario Exemplo 446,2026-02-04,2026-03-29 13:35:00,14:08:00,Analista 23,Cliente 3,Fila 3,Pendente,Aguardando Documento,13:00
ID-1447,587.914.438-17,Usuario Exemplo 447,2026-03-05,2026-03-29 12:00:00,12:19:00,Analista 4,Cliente 3,Fila 1,Reprovado Fraude,Divergência Cadastral,12:00
ID-1448,641.865.712-13,Usuario Exemplo 448,2026-03-01,2026-03-29 10:51:00,11:06:00,Analista 5,Cliente 1,Fila 3,Reprovado Politica,Documentação Irregular,10:00
ID-1449,816.919.786-71,Usuario Exemplo 449,2026-03-18,2026-03-29 13:06:00,13:46:00,Analista 18,Cliente 2,Fila 18,Reprovado Fraude,Renda Não Comprovada,13:00
ID-1450,114.321.466-27,Usuario Exemplo 450,2026-03-04,2026-03-29 16:49:00,17:34:00,Analista 3,Cliente 6,Fila 15,Pendente,Aguardando Documento,16:00
ID-1451,655.634.121-86,Usuario Exemplo 451,2026-02-21,2026-03-29 14:32:00,15:17:00,Analista 14,Cliente 3,Fila 6,Reprovado Fraude,Divergência Cadastral,14:00
ID-1452,211.395.250-57,Usuario Exemplo 452,2026-02-16,2026-03-29 13:01:00,13:09:00,Analista 11,Cliente 4,Fila 1,Pendente,Aguardando Documento,13:00
ID-1453,359.448.670-38,Usuario Exemplo 453,2026-02-03,2026-03-29 09:37:00,10:05:00,Analista 21,Cliente 1,Fila 10,Reprovado Politica,Divergência Cadastral,09:00
ID-1454,150.357.295-85,Usuario Exemplo 454,2026-02-10,2026-03-29 08:14:00,08:46:00,Analista 17,Cliente 2,Fila 14,Pendente,Aguardando Documento,08:00
